id,name,amenity,lat,lon
244,Nhà Văn hóa Lao động,,10.7770334,106.6927845
245,Pasteur,,10.7810063,106.6963991
246,Mạc Đỉnh Chi,,10.7841212,106.6994874
247,Nhà thờ Mạc Ti Nho,,10.7861633,106.7011341
248,Thảo Cầm Viên,,10.7896064,106.7045903
249,Cầu Thị Nghè,,10.7907001,106.7056329
250,Trạm trung chuyển Hàm Nghi,,10.770873,106.7009383
251,Trạm trung chuyển Hàm Nghi,,10.7709257,106.7008574
252,Trạm trung chuyển Hàm Nghi,,10.7708875,106.7006065
253,Trạm trung chuyển Hàm Nghi,,10.7708789,106.7007985
254,Trạm trung chuyển Hàm Nghi,,10.7709943,106.7005183
255,Trạm trung chuyển Hàm Nghi,,10.7709777,106.7008529
256,Trạm trung chuyển Hàm Nghi,,10.7710347,106.6999115
257,Trạm trung chuyển Hàm Nghi,,10.771049,106.6994948
258,Trạm trung chuyển Hàm Nghi,,10.7711574,106.6994198
259,Trạm trung chuyển Hàm Nghi,,10.7711007,106.6994943
260,Trạm trung chuyển Hàm Nghi,,10.7710925,106.6999191
261,Chợ Cũ,,10.7709914,106.7030831
262,Trường Cao đẳng Kỹ Thuật Cao Thắng,,10.7710549,106.7018406
263,Trần Đình Xu,,10.762287,106.6902514
264,Phòng Cảnh sát Phòng cháy Chữa cháy,,10.760673,106.6890393
265,Nam Kỳ Khởi Nghĩa,,10.7708611,106.7015057
266,Chợ Cũ,,10.7708361,106.7019523
267,Đại Học Mở Thành phố Hồ Chí Minh - Mai Thị Lựu,university,10.7902129,106.700297
268,Circle K,,10.7792725,106.7046884
269,Nhà xe Tâm Hạnh - Nguyễn Cư Trinh,parking,10.7631519,106.688613
270,Grove Fresh,,10.7680881,106.6845432
271,Bệnh viện Quận 1 (cơ sở 2),hospital,10.7651115,106.6932273
272,Circle K,,10.7910951,106.6911149
273,GS25,,10.7870002,106.7113903
274,Unknown,,10.7885039,106.691255
275,Unknown,,10.7773144,106.7055429
276,Unknown,,10.7643579,106.6913177
277,7-Eleven,,10.7745392,106.7057152
278,116 Culture Luxury,,10.7684748,106.6986624
279,Kumho Samco Buslines,,10.7678614,106.6916462
280,Hahn Café,,10.7680298,106.6921517
281,Unknown,,10.7727408,106.6968917
282,Unknown,,10.7681437,106.6920971
283,Unknown,,10.7672169,106.692785
284,Siêu thị Bách hoá XANH,,10.7656009,106.6947703
285,Unknown,,10.7822529,106.7059532
286,WinMart,,10.7782504,106.7020738
287,Ngã sáu Phù Đổng,,10.7708507,106.6938218
288,Nguyễn Thị Nghĩa,,10.7708393,106.6936333
289,Nguyễn Trãi,,10.7710326,106.6927759
290,Khách sạn Golden,,10.7732966,106.6961893
291,Trường Trung học Phổ thông Ernst Thälmann,,10.7687864,106.6959537
292,Bệnh viện Răng Hàm Mặt,,10.7639299,106.6917049
293,Bệnh viện Răng Hàm Mặt,,10.7636355,106.6916529
294,Ký túc xã Trần Hưng Đạo,,10.7671569,106.6947089
