id,name,amenity,lat,lon,road_node
11,Unknown,parking,10.7754919,106.6984902,5743072751
12,Unknown,parking,10.7761981,106.6977285,411926696
13,FamilyMart,,10.7692304,106.7001682,411919179
14,Unknown,,10.7737618,106.704673,11140371367
15,Circle K,,10.7709168,106.6894985,8819566548
16,Shop&Go!,,10.7718769,106.6904496,6793960865
17,Unknown,parking,10.7760071,106.702098,10560232676
18,Circle K,,10.7796921,106.7007494,411926624
19,Unknown,parking,10.7771916,106.6962032,411918850
20,Unknown,parking,10.7720545,106.697625,411926070
21,Unknown,parking,10.7871712,106.7046796,11950422110
22,Unknown,parking,10.7870396,106.7044597,11950422110
23,Shop&Go!,,10.7674953,106.7002265,6783651564
24,Siêu Thị Online Annam Gourmet,,10.7767779,106.7050958,411926393
25,Columbia Asia Saigon,hospital,10.7795758,106.6965213,411918866
26,Circle K,,10.77194,106.703707,411926407
27,Circle K,,10.7744175,106.6966499,5763135356
28,Citimart,,10.784261,106.69973,411925987
29,Bảo tàng Tôn Đức Thắng,,10.7776675,106.7070246,5742670239
30,Công viên Lê Văn Tám,,10.7869042,106.6941735,10291112014
31,Đinh Tiên Hoàng,,10.789511,106.6967242,411925979
32,Bến Bạch Đằng,,10.7733704,106.7063876,2036083298
33,Đại học Khoa học Tự nhiên,,10.7622515,106.6830377,2469697624
34,Chợ Nancy,,10.757051,106.68587,9404261850
35,Chợ Thái Bình,,10.7669423,106.6875927,4603797315
36,Đền Trần Hưng Đạo,,10.7912747,106.6952364,411921783
37,Công viên Lê Văn Tám,,10.7888286,106.6927829,13075589603
38,Nguyễn Thị Nghĩa,,10.7699494,106.6934155,2032267208
39,Chợ Bến Thành,,10.7726204,106.6992917,11221021745
40,Mầm non Hoa Lư,,10.7851929,106.7087129,5740395228
41,Nguyễn Hữu Cảnh,,10.7835232,106.7073585,9708466478
42,Unknown,,10.7856443,106.7085874,2036083009
43,Nhà hát Thành phố,,10.7780395,106.7035068,411926702
44,Bệnh viện Nhi đồng 2,,10.7798555,106.701527,411926624
45,Calmette,,10.7678522,106.6992533,411926577
46,Nhà thờ Tân Định,,10.7892203,106.6903304,411925425
47,Chợ Đakao,,10.7924976,106.6948579,7940916998
48,Lý Tự Trọng,,10.777076,106.699669,411919193
49,Lê Duẩn,,10.7782907,106.6983598,4605453644
50,Nguyễn Thị Minh Khai,,10.7798086,106.6967169,411918866
51,Chùa Ông,,10.7740107,106.6997984,411926001
52,Cầu Ông Lãnh,,10.7667542,106.6960483,411926369
53,Cầu Ông Lãnh,,10.7662479,106.6965412,2032267376
54,Trường Bùi Thị Xuân,,10.7693473,106.6879224,6745111244
55,Nguyễn Văn Thủ,,10.7912552,106.7005492,411926028
56,Trạm Xe Bus Hoàng Sa,,10.7923606,106.7033984,411918880
57,Trạm Xe Bus Cầu Calmette,,10.7651414,106.6998546,6789155349
58,Trạm Xe Bus Cầu Calmette,,10.76511,106.7000531,1996655282
59,Hồ Hảo Hớn,,10.7599322,106.6946981,1996654212
60,Trường Tiểu học Chương Dương,,10.7582536,106.6915957,5811283440
61,Cầu Nguyễn Văn Cừ,,10.7541194,106.6872369,411926092
62,Cửa Hàng Tiện Lợi Shop&Go!,,10.7896718,106.6935132,411925967
63,Circle K,,10.7769943,106.7047402,411918626
64,Circle K,,10.7694431,106.7000459,411919179
65,Đại học Khoa học Xã hội Nhân văn,,10.7857614,106.7025976,2974077439
66,Trạm Xe Bus Đại Học Khoa Học Xã Hội Nhân Văn,,10.7857132,106.7024048,2974077439
67,Tôn Thất Tùng,,10.768731,106.6903772,4608867550
68,Công trường Mê Linh,,10.776917,106.7058354,411919045
69,Công trường Mê Linh,,10.7760722,106.7056997,411925962
70,Trường Trung học cơ sở Văn Lang,school,10.7929112,106.6878489,411917828
71,Circle K,,10.7706331,106.6878337,11801821653
72,FamilyMart,,10.7671517,106.6907412,4615529268
73,Circle K,,10.7668186,106.6910328,4615529268
74,Ministop,,10.7674283,106.6848633,12584708463
75,Siêu Thị C&C,,10.7666709,106.6877461,4666227464
76,Street Food Market,,10.7736896,106.6975615,411926617
77,FamilyMart,,10.7862265,106.7013849,8995419779
78,FamilyMart,,10.7678389,106.6937195,4597095606
79,Shop&Go!,,10.7791798,106.7002789,411926201
80,FamilyMart,,10.7736195,106.6969272,411926617
81,Bệnh Viện Mắt Sài Gòn,hospital,10.7713711,106.6909391,411924866
82,Bãi Đậu Xe Nguyễn Văn Chiêm,parking,10.7817942,106.6988031,411918714
83,FamilyMart,,10.768461,106.68707,4605034952
84,Circle K,,10.7725534,106.6991115,11221021745
85,Circle K,,10.7668906,106.6929873,9404261903
86,Unknown,,10.7699236,106.6925181,411919062
87,Cửa Hàng Tiện Lợi B's Mart,,10.7668069,106.6962928,411918348
88,Tôn Thất Tùng,,10.7676758,106.6908667,4603761225
89,Circle K,,10.7697839,106.6924932,411919062
90,Trung Tâm Thương Mại Sense Market,,10.7692667,106.6933366,411926483
91,Trạm Xe Bus Cityview Shuttle,,10.7744984,106.7047024,11140371367
92,Thi's Market,,10.7717991,106.7041195,411926407
93,Siêu Thị Tiện Lợi US,,10.7618357,106.6901287,6789319272
94,Tổng Công ty Samco,,10.7596994,106.6881941,4603846874
95,Trung Tâm Nhật Ngữ Yaruki,school,10.7881755,106.7026429,2403044882
96,Circle K,,10.771409,106.6970223,5444117929
97,FamilyMart,,10.7894045,106.702524,2297783345
98,FamilyMart,,10.7890379,106.7002426,411925893
99,Circle K,,10.7732317,106.7033243,411926153
100,FamilyMart,,10.7635833,106.693177,411926209
101,Sở Tài nguyên và Môi trường,,10.7771741,106.7003573,411919193
102,7-Eleven,,10.7775864,106.6987866,411919306
103,Unknown,restaurant,10.762326,106.6927709,6786761730
104,7-Eleven,,10.7774369,106.6986668,411919306
105,FamilyMart,,10.7796987,106.700693,411926624
106,FamilyMart,,10.7711968,106.6897472,8819566548
107,Unknown,school,10.7924,106.6935816,411921460
108,Sạp Khô Hải Phựợng,,10.7642836,106.6978262,1996654189
109,Circle K,,10.7735194,106.7021249,411926586
110,Ministop,,10.788655,106.6977442,411925988
111,Bến Bạch Đằng,,10.774068,106.7066444,2036083610
112,FamilyMart,,10.7851878,106.6991453,411925936
113,Hồ Hào Hớn,,10.7624011,106.6905879,9404261881
114,Ký túc xá Trần Hưng Đạo,,10.7674317,106.6947718,9404261907
115,Rạp phim Trần Hưng Đạo,,10.7658046,106.6933395,6789341874
116,WinMart+,,10.7692098,106.6917558,11096747636
117,Unknown,,10.7722701,106.6961872,411926437
118,Trần Đình Xu,,10.763058,106.6882141,6789409966
119,WinMart+,,10.7665987,106.6920839,4617355735
120,WinMart+,,10.7690914,106.6874383,6745111244
121,WinMart+,,10.7643484,106.6962681,411925037
122,WinMart+,,10.75872,106.6882107,411918908
123,WinMart+,,10.7685855,106.6994331,411926577
124,WinMart+,,10.7925786,106.6935162,13271508799
125,WinMart+,,10.7912138,106.6937093,411925309
126,WinMart+,,10.7617002,106.6901393,12295939946
127,WinMart+,,10.7811422,106.7041941,411925945
128,WinMart+,,10.7916722,106.6962466,411926524
129,WinMart+,,10.7893734,106.6967884,411925979
130,WinMart+,,10.7870877,106.6980813,411918912
131,WinMart+,,10.7690762,106.6911424,11096747636
132,Trường Đại Học KHXH&NV Thành phố Hồ Chí Minh - Cơ Sở 1,college,10.7856151,106.7030012,2974077439
133,Unknown,,10.7742791,106.6997921,411926545
134,Siêu thị phượt,,10.7655607,106.6924438,5780886570
135,Tạp Hoá Tiến Hưng,,10.7620742,106.6904162,9404261880
136,Unknown,,10.763547,106.6930808,411926209
137,FamilyMart,,10.7888019,106.696127,11364145943
138,Cửa Hàng Tiện Lợi B's Mart,,10.7643554,106.6913421,5780842950
139,Bảo Tàng Mỹ Thuật,,10.7691968,106.6996581,411919179
140,Tòa nhà Bitexco,,10.7706801,106.704864,411917836
141,Unknown,,10.767144,106.6948322,9404261908
142,Lê Thánh Tôn,,10.7750733,106.7007175,9708695734
